Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.864113881	-0.864113881
HMR_9039	isoleucine	-0.00889841	-5.101431249287
HMR_9040	leucine	-0.010361673	-9.65410296179811
HMR_9041	lysine	-0.012443708	-45.7611729866479
HMR_9042	methionine	-0.003263032	-2.33730913811954
HMR_9043	phenylalanine	-0.00339599	-11.0262966844021
HMR_9044	threonine	-0.008802744	-916.812593619933
HMR_9045	tryptophan	-0.000725178	-0.975572509823809
HMR_9046	valine	-0.010005055	-6.84933199605466
HMR_9061	alanine	0.0076389	1.82952511747359
HMR_9062	asparagine	-0.002440472	-3.79050568921126
HMR_9063	glutamine	-0.109775824	-11.0119127899184
HMR_9064	tyrosine	-0.003969672	-2.78444653845545
HMR_9066	arginine	-0.009856139	-5.39613544496294
HMR_9067	glycine	0.0025653	0
HMR_9068	proline	0.000231007	-5.07094460835501
HMR_9069	serine	-0.030117158	-36.9283684877352
HMR_9070	aspartate	-0.000684778	-0.0210190104049612
HMR_9071	glutamate	0.018807129	-7.26559023389205
HMR_9083	choline	-0.000571763	-1.06153059720744
HMR_9087	ornithine	0.01603422	0
HMR_9133	pyruvate	5.75643e-08	0
HMR_9135	L-lactate	0.992967126	0
HMR_9146	folate	-1.39717e-05	-18.5877423798629
HMR_9259	AKG	1.23778e-05	0
HMR_9292	L-carnitine	9.89095e-06	0
humanGrowthOut	biomass	0.025987054	21.5758251464926
