Rxn_ID	Metabolite	experimental	predictions
HMR_9034	glucose	-0.594208072	-0.594208072
HMR_9039	isoleucine	-0.007304317	-0.00283129659085404
HMR_9040	leucine	-0.00911516	-0.00608408070008764
HMR_9041	lysine	-0.013165857	-0.00523194289118982
HMR_9042	methionine	-0.002318728	-0.00142939245363505
HMR_9043	phenylalanine	-0.003510565	-0.002657203920219
HMR_9044	threonine	-0.008527731	-0.00370631842316822
HMR_9045	tryptophan	-0.000954767	-0.000659719593985406
HMR_9046	valine	-0.009105286	-0.0043156656773212
HMR_9061	alanine	0.032353203	-0.00858551749394897
HMR_9062	asparagine	-0.002382279	-0.00366510885547448
HMR_9063	glutamine	-0.123594044	-0.0148559078941892
HMR_9064	tyrosine	-0.004926558	-0.00174092670635038
HMR_9066	arginine	-0.012814136	-0.0046455254743139
HMR_9067	glycine	-0.00039991	-0.0147612259154238
HMR_9068	proline	0.002435376	-0.00781584463429932
HMR_9069	serine	-0.022222852	-0.241864379254882
HMR_9070	aspartate	-0.000494245	0
HMR_9071	glutamate	0.015988165	-0.107788011011662
HMR_9083	choline	-0.00136736	-0.000340209148123349
HMR_9087	ornithine	0.009506915	0
HMR_9133	pyruvate	1.04932e-07	0
HMR_9135	L-lactate	0.687740829	1.39832087485716
HMR_9146	folate	-1.39812e-05	0
HMR_9259	AKG	8.67453e-06	0
HMR_9292	L-carnitine	-2.58419e-05	0
humanGrowthOut	biomass	0.02270517	0.0152712868978103
